bibcode,title,author,pubdate,url,abstract,keywords
2017LPICo2041.5091A,The 2017 Space Resources Roundtable and New Space Resources Graduate Program at Colorado School of Mines,"Abbud-Madrid, A.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5091.pdf,"For eighteen years, SRR has brought together interested individuals from the space exploration community, the mining and minerals industries, and the financial sector to discuss issues related to the ISRU of lunar, asteroidal, and martian resources.",
2017LPICo2041.5092X,China's Lunar Exploration Programme,"Xiao, L.; Wang, Q.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5092.pdf,Update on China's lunar program.,
2017LPICo2041.5093M,Japanese Space Program Update,"Masuda, K.; Sato, N.",2017-10-00,https://www.hou.usra.edu/meetings/leag2017/pdf/5093.pdf,"The JAXA's overall moon exploration scenario, including the water utilization, will be presented.",
2018LPI....49.2668R,The Planetary Science Workforce: Who Is Missing?,"Rathbun, J. A.; Diniega, S.; Quick, L. C.; Grinspoon, D. H.; Hörst, S. M.; Lakdawalla, E. S.; Mandt, K. E.; Milazzo, M.; Piatek, J.; Prockter, L. M.; Rivera-Valentin, E. G.; Rivkin, A. S.; Thomas, C.; Tiscareno, M. S.; Turtle, E. P.; Vertesi, J. A.; Zellner, N.",2018-03-00,https://www.hou.usra.edu/meetings/lpsc2018/pdf/2668.pdf,"Absence of voices / Lost paths, lost thoughts, lost ideas / Who we are missing?",
2018LPICo2045.2001H,Plumes Across the Solar System — When is Cryovolcanism Implicated?,"Hansen, C. J.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2001.pdf,"Plumes have been detected at Enceladus, Triton, Mars, and probably Europa. This talk compares and contrasts their properties, with implications for the driving processes.",
2018LPICo2045.2002L,Cryomagma Ascent on Europa,"Lesage, E.; Massol, H.; Schmidt, F.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2002.pdf,This study aims at modeling the cryomagma ascent from a liquid reservoir to Europa's surface. We obtain the eruption duration and emitted cryomagma volume at the surface for different chamber depths and volumes and different cryomagma compositions.,
2018LPICo2045.2003A,Potential Mud Volcanism Type Processes on Pluto,"Ahrens, C. J.; Chevrier, V. F.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2003.pdf,Mapping and measurements of several vented dome structures on Pluto leans toward a mud-volcanism type process.,
2018LPICo2045.2004Y,Volume Expansion of Ganymede due to Temperature Change and Phase Change of Ices,"Yoda, M.; Kimura, J.; Sekine, Y.; Kurita, K.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2004.pdf,"We estimate phase and volume changes coupled with Ganymede's thermal evolution using numerical simulations. From the results, we discuss surface features of Ganymede which could provide important constraints on interior dynamics and evolution.",
2018LPICo2045.2005H,An Enthalpy Method to Simulate the Cryomagmatic Evolution of Impact Induced Melt Beneath Occator Crater on Ceres,"Hesse, M. A.; Castillo-Rogez, J. C.; Scully, J. E. C.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2005.pdf,An enthalpy method to simulate the cryomagmatic evolution of impact induced melt beneath Occator Crater on Ceres.,
2018LPICo2045.2006H,Systematic Spatial Variations in the Dust-to-Gas Ratio Within Enceladus' Plume,"Hedman, M. M.; Dhingra, D.; Hansen, C. J.; Portyankina, G.; Ye, S.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2006.pdf,Simultaneous measurements of the gas and dust components of Enceladus' plume reveal that the material above Baghdad and Damascus sulci has a dust-to-gas ratio roughly an order of magnitude higher than the material above Alexandria and Cairo sulci.,
2018LPICo2045.2007S,Cryovolcanic History of Ceres from Topography,"Sori, M. M.; Sizemore, H. G.; Byrne, S.; Bramson, A. M.; Bland, M. T.; Stein, N. T.; Russell, C. T.; Raymond, C. A.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2007.pdf,"We use image analysis and flow modeling of domes on Ceres to argue that they are cryovolcanic in origin. Results imply an average cryovolcanic rate of 10000 m^3/yr, orders of magnitude lower than rates of basaltic volcanism on terrestrial planets.",
2018LPICo2045.2008M,Rheological Investigation of Cryovolcanic Slurries,"Morrison, A. A.; Whittington, A. G.; Zhong, F.; Mitchell, K. L.; Carey, E. M.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2008.pdf,"Subliquidus rheological experiments will be conducted for briny cryovolcanic compositions. Understanding how these materials move, deform, and evolve upon crystallizing will help constrain what morphological features can form by various compositions.",
2018LPICo2045.2009B,Cold Case: Fractional Crystallization in Cryomagmatic Systems,"Buffo, J. J.; Schmidt, B. E.; Walker, C. C.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2009.pdf,Simulating the thermal and physicochemical properties of planetary oceans/brines/ices as they solidify. What we can learn from terrestrial sea ice.,
2018LPICo2045.2010K,Enceladus' Plumes Reflectance. Particle-in-Cell Model Parametric Study,"Kotlarz, J. P.; Zalewska, N. E.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2010.pdf,"In our work we are using kinetic numerical model to describe plumes curtain forms as a result of kinetic and thermodynamic processes: a) in the ocean, b) inside Tiger Stripes icy forms and c) over moon's surface.",
2018LPICo2045.2011S,Phase Behaviour of Methane Hydrate Under Conditions Relevant to Titan's Interior,"Sclater, G.; Fortes, A. D.; Crawford, I. A.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2011.pdf,"The high-pressure behaviour Clathrate hydrates, thought to be abundant in the outer solar system, underpins planetary modelling efforts of the interior of Titan, where clathrates are hypothesised to be the source of the dense N2, CH4 atmosphere.",
2018LPICo2045.2012S,Cryovolcanism on Pluto from the New Horizons Flyby,"Singer, K. N.; Schenk, P. M.; White, O. L.; Moore, J. M.; McKinnon, W. B.; Beyer, R. A.; Spencer, J. R.; Howard, A. D.; Schmitt, B.; Stern, S. A.; Cook, J. C.; Grundy, W. M.; Cruikshank, D. P.; Umurhan, O.; Protopappa, S.; Lauer, T. R.; Weaver, H. A.; Young, L. A.; Olkin, C. B.; Ennico, K.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2012.pdf,"Overview of the morphology, composition, and possible formation mechanism of Pluto's putative cyrovolcanic constructs.",
2018LPICo2045.2013B,Are Floor-Fractured Craters on Ceres Formed by Cryomagmatism?,"Buczkowski, D. L.; Sizemore, H. G.; Bland, M. T.; Scully, J. E. C.; Quick, L. C.; Hughson, K. H. G.; Park, R. S.; Preusker, F.; Raymond, C. A.; Russell, C. T.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2013.pdf,"Several of the impact craters on Ceres have sets of fractures on their floors, morphologically similar lunar Floor-Fractured Craters. We present a geomorphic and topographic analysis of the cerean FFCs and propose hypotheses for their formation.",
2018LPICo2045.2014M,"Experimental Simulation of Cryomagmatic Processes. Water Ice, Clathrates and Salts","Muñoz-Iglesias, V.; Prieto-Ballesteros, O.; López, I.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2014.pdf,"Study of diverse cryomagmatic processes based on the system H2O-CO2-MgSO4 with application to Europa. The type of the crystals formed is related to volume-temperature changes, while their morphology is associated with surface geological features.",
2018LPICo2045.2015S,Heat Pipe Effects on Enceladus' South Polar Terrain and the Implications for Regional Heating and Eruption Activity,"Sakimoto, S. E. H.; Gregg, T. K. P.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2015.pdf,"We model Enceladus' plume material passing through cracks in an icy crust. Repeated passage yields local thermal and structural weakness zones that favor additional eruptions through the same system, leaving more distant crustal areas cold and thick.",
2018LPICo2045.2016R,"A Closer Look at Galileo Photopolarimeter-Radiometer (PPR) Data from a Possible Plume Source North of Pwyll, Europa","Rathbun, J. A.; Spencer, J. R.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2016.pdf,"An endogenic source is not necessary to explain the temperature observations of the N. Pwyll region. However, the area has a particularly high thermal inertia, which may be indicative of plume fallout.",
2018LPICo2045.2017J,Evolution of Photometric and Polarimetric Phase Curves of Fine-Grained Water Ice Particles due to Grain Sintering,"Jost, B.; Cerubini, R.; Poch, O.; Pommerol, A.; Thomas, N.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2017.pdf,Laboratory photometric and polarimetric phase curves of micrometer-sized water ice particles to elucidate the effect of grain sintering on scattering properties relevant for the analysis of potential plume deposition sites on icy satellites.,
2018LPICo2045.2018H,"Stress, Tectonics and Cryovolcanism","Hurford, T. A.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2018.pdf,"Here we examine mechanisms, mostly tidal, that can impart stress to the surfaces of icy satellites, the formation of fractures as a response to these stresses, and the ability of these fracture to serve as conduits for eruptive processes.",
2018LPICo2045.2019J,Investigating the Dynamics of Dike-Fed Cryovolcanism,"Jozwiak, L. M.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2019.pdf,"The density of cryomagmas relative to the ice shell is a common barrier to dike propagation. We hypothesize that including dike-tip degassing in dike propagation models will lower cryomagma densities, and allow for surface propagation.",
2018LPICo2045.2020H,The Europa Lander Mission Concept and Science Goals — Highlighting Ice Properties and Surface Activity,"Hand, K. P.; Murray, A. E.; Garvin, J.; Horst, S.; Brinckerhoff, W.; Edgett, K.; Hoehler, T.; Russell, M.; Rhoden, A.; Yingst, R. A.; German, C.; Schmidt, B.; Paranicas, C.; Smith, D.; Willis, P.; Hayes, A.; Ehlmann, B.; Lunine, J.; Templeton, A.; Nealson, K.; Christner, B.; Cable, M.; Craft, K.; Pappalardo, R.; Hofmann, A.; Nordheim, T.; Phillips, C.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2020.pdf,"The Europa Lander mission concept would address key questions regarding ice properties and surface activity, including characterizing any plume deposits, understanding local topography, searching for evidence of interactions with liquid water.",
2018LPICo2045.2021M,Heat Generating Processes and Their Affects on Ice and Ice Mixtures: On the Potential Origins of Cryovolcanism in the Solar System,"McCarthy, C.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2021.pdf,A summary of our knowledge about cryovolcanism and information about the composition and rheology of relevant ice system.,
2018LPICo2045.2022G,"Modeling the Enceladus, Europa and Io Plumes; a Contrast","Goldstein, D. B.; Mahieux, A.; Hoey, W.; Ackley, P.; McDoniel, W.; Yeoh, S.; Berg, J.; Trafton, L.; Varghese, P.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2022.pdf,"We present a comparison of simulations of the Enceladus, Europa and Io plumes.",
2018LPICo2045.2023B,"Testing the Cryovolcanism Hypothesis for Vulcan Planum, Charon","Borrelli, M. E.; Collins, G. C.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2023.pdf,Shape of bending plate / Not cryovolcanism / Explains Vulcan moat.,
2018LPICo2045.2024M,Eruption Style Sensitivity to Cryomagma-Volatile Coupling in Conduits on Enceladus and Other Ocean Worlds,"Mitchell, K. L.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2024.pdf,Enceladus plumes / Effervescent eruptions / Fueled by hydrogen.,
2018LPICo2045.2025F,What can Silicate Volcanism tell Us About Cryovolcanism?,"Fagents, S. A.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2025.pdf,This contribution is intended to inspire discussion about the validity and limits of applicability of models of silicate volcanism with a view to further elucidating cryovolcanic processes.,
2018LPICo2045.2026C,Brine-Driven Volcanism at Ceres,"Castillo-Rogez, J. C.; Quick, L.; Scully, J. E. C.; Hesse, M. A.; Raymond, C. A.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2026.pdf,This presentation will review our understanding of Ceres' brine chemistry and its role in geological activity.,
2018LPICo2045.2027C,"Investigating Effects of Subsurface Cryovolcanic Chamber Pressurization on Ceres and Icy Moons — Fracturing, Cryovolcanism, and Surface Response","Craft, K. L.; Lowell, R. P.; Walker, C. C.; Quick, L. C.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2027.pdf,"Investigations of fractures, cryovolcanism, and surface response driven by over-pressurization as a cryomagma chamber cools and freezes.",
2018LPICo2045.2028A,Determining Heat Fluxes of Small Icy Bodies Using 2D Numerical Models,"Allu Peddinti, D.; Desch, S. J.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2028.pdf,Validating heat fluxes generated by 1D parameterized models for small icy body evolution by performing 2D numerical convection simulations with implications for cryovolcanism.,
2018LPICo2045.2029M,Breaking the BBC (Buoyancy Barriers to Cryovolcanism),"McGovern, P. J.; White, O. L.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2029.pdf,"Like Australian table wines, Cryovolcanism has been poo-poohed, because of a perceived negative buoyancy problem. Here we point out that several basaltic planets have overcome far worse barriers, and calculate a scenario for cyrovolcanism on Pluto.",
2018LPICo2045.2030M,"Vulcan Planitia, Type Example of Outer Solar System Ammonia-Water Cryovolcanism","McKinnon, W. B.; Beyer, R. A.; Schenk, P. M.; Moore, J. M.; Singer, K. N.; White, O. L.; Spencer, J. R.; Cook, J. C.; Grundy, W. M.; Cruikshank, D. P.; Weaver, H. A.; Young, L. A.; Olkin, C. B.; Stern, S. A.; Robbins, S. J.; New Horizons GGI Team; New Horizons Composition Team",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2030.pdf,Pluto's moon Charon offered the first clear (ground-based) evidence for the ammonia-water volcanism predicted long ago by J.S. Lewis. New Horizons then obtained compelling evidence for an ammonia-bearing cryovolcanic plain. But how did it get there?,
2018LPICo2045.2031B,Charon's Smooth Plains,"Beyer, R. A.; Spencer, J. R.; Nimmo, F.; Beddingfield, C.; Grundy, W. M.; McKinnon, W. B.; Moore, J.; Robbins, S.; Runyon, K.; Schenk, P.; Singer, K.; Weaver, H.; Young, L. A.; Ennico, K.; Olkin, C.; Stern, S. A.; New Horizons Science Team",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2031.pdf,"We hypothesize that Charon's smooth plains result from its global extension that caused crustal blocks to founder. Then, a viscous cryoflow composed of ammonia-rich mantle material rose up, enveloped the sinking blocks, and produced the plains.",
2018LPICo2045.2032K,Cryovolcanism in Concept and Reality,"Kargel, J. S.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2032.pdf,"Cryovolcanism, cryomagmatism and related terms pertain to the melting and solid-liquid phase separation, intracrustal transfer, eruption, and flow of aqueous or other cold liquids on icy planets, satellites, comets, and asteroids.",
2018LPICo2045.2033M,"Cryovolcanism at Rhadamanthys Linea, Europa and the Role of Tidal Stresses","Maxwell, R. E.; Nimmo, F.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2033.pdf,"At Rhadamanthys linea the low-albedo areas are localized, causing a distinctive pattern of spots. In this work we investigate possible causes of this localization and the potential effects of tidal stresses.",
2018LPICo2045.2034Q,Terrestrial Magma Dynamics as an Analog for Cryomagma Transport on Icy Worlds,"Quick, L. C.; Marsh, B. D.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2034.pdf,"We present modes of magma transport on Earth, and consider the extent to which these modes of transport might operate on icy worlds.",
2018LPICo2045.2035S,Candidate (Cryo)Volcanic Features in the Outer Solar System: Observational Constraints,"Schenk, P.; Prockter, L.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2035.pdf,Volcanic constructs abound / Constraints are few and far between / Variety and complexity in style and composition.,
2018LPICo2045.2036A,Time Evolution of Ice-shell Thickness: Implications for Cryovolcanic Activity on Europa,"Allu Peddinti, D.; Rhoden, A. R.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2036.pdf,"Europa, amongst other icy bodies in our solar system, exhibits a suite of surface features with aligned chemistry indicative of transport between the ice-shell and ocean.",
2018LPICo2045.2037M,Cryovolcanism on Titan,"Mitchell, K. L.; Lopes, R. M. C.",2018-06-00,https://www.hou.usra.edu/meetings/oceanworlds2018/pdf/2037.pdf,"Titan's volcanoes: / None, or mostly veiled beneath / Cold seas, haze and gunk?",
2018LPICo2106.7007C,Multi-Lunar Day Polar Missions with a Solar-Only Rover,"Colaprete, A.; Elphic, R. C.; Shirley, M.; Siegler, M.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7007.pdf,The lunar poles offer opportunities for solar-only rovers to survive and operate many lunar days. Presented here are examples of rover traverses that take advantage of the unique polar illumination environments to operate across multiple lunar days.,
2018LPICo2106.7010F,The Importance of Nightside Magnetometer Observations for Electromagnetic Sounding of the Moon,"Fuqua Haviland, H.; Poppe, A. R.; Fatemi, S.; Delory, G.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7010.pdf,Nightside Time Domain Electromagnetic Sounding has the capability to advance the state of knowledge of the field of lunar science. This requires magnetometer operations to withstand the harsh conditions of the lunar night.,
2018LPICo2106.7013I,The Use of Lunar Resources for Energy Generation on the Moon,"Ignatiev, A.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7013.pdf,The resources of the Moon can be used to develop an electrical energy system for the Moon. This can be accomplished by leveraging vacuum deposition technology and lunar resources to fabricate a low-cost and scalable lunar power grid.,
2018LPICo2106.7014W,Requirement Analysis and Night Survival Concept for Z-01 Landing Mission Using Fuel Cell,"Wani, S. C.; Shah, U. B.; Kothandhapani, A.; Garg, P.; Sahai, M.; Garg, M.; Nair, S.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7014.pdf,"Only three missions have survived the lunar night, using Radioisotope Thermo-Electric Generators and Radioisotope Heating Units. This paper discusses the challenges to survive lunar night and presents a fuel cell-based concept as an alternative.",
2018LPICo2106.7016B,Adapting Terrestrial Technology to the Design of a Night-Survivable 10 Meter Lunar Polar Prospecting Drill,"Baiden, G. R.; Blair, B. R.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7016.pdf,This paper will explore the possibility of a 10 meter cryogenic lunar polar drill that could 'survive the night' and that would enable the collection of scientific data that could validate current models for polar resources.,
2018LPICo2106.7017P,Lunar Roads: Strategies for Remaining in the Sunlight,"Plata, D. S.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7017.pdf,"By driving westward on the slowly rotating Moon, telerobots could remain in the sunlight while compressing the regolith in order to make basic, reduce-dust roads.",
2018LPICo2106.7018P,Leveraging In-Situ Regolith Properties for Nighttime Heating,"Powell, T. M.; Siegler, M. A.; Molaro, J. L.; Paige, D. A.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7018.pdf,"Despite large temperature fluctuations at the lunar surface, thermally coupling to warm nighttime materials (rocks, subsurface, etc.) present in-situ might provide some heating and reduce the engineering payload necessary for surviving the night.",
2018LPICo2106.7019D,Bulk Metallic Glass Gears for Lunar Night Capable Actuators,"Dillon, R. P.; Borgonia, J. -P. C.; Roberts, S. N.; Hofmann, D. C.; Kennett, A.; Firdosy, S. A.; Wilcox, B. H.; Hales, S.; Smith, J. D.; Schuler, J.; McEnerney, B.; Shapiro, A. A.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7019.pdf,"BMG Gears is developing unheated, cold-capable gearboxes for use in cryogenic environments such as lunar night. The enabling alloy properties, cryogenic test performance, part processing, qualification, TRL, and infusion challenges are discussed.",
2018LPICo2106.7020C,Lunar Surface Gravimetry Surveying Through the Lunar Night,"Carroll, K. A.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7020.pdf,"Lunar surface gravimetry is a powerful technique for probing the Moon's subsurface structure, using a gravimeter on a static lunar lander or on a lunar rover. Measurements spanning multiple lunar days will increase accuracy and resolution.",
2018LPICo2106.7021G,Utilization of Nuclear Power for Moon Missions: Nuclear Power Generation Using Helium Cooled Reactor for Moon Habitats,"Guven, U. G.; Singh, A. K. S.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7021.pdf,Abstract discusses using helium cooled nuclear reactors in Moon habitats to supply continuous power to the habitat as well as any future processing/manufacturing plants on the Moon.,
2018LPICo2106.7023N,Material Selection for Mechanical Mechanism Survival and Use in the Lunar Night,"Nieczkoski, S.; Dreyer, C. B.; Blair, B.; Rostami, J.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7023.pdf,Survival of spacecraft mechanisms is challenging due to low polar temperatures. Structural and cutting materials enabling drilling and mining under deep cryogenic conditions are currently being tested under the NASA Early Stage Innovation program.,
2018LPICo2106.7024G,Regenerative Fuel Cell-Based Energy Storage Systems for Lunar Surface Exploration,"Guzik, M. C.; Gilligan, R. P.; Smith, P. J.; Jakupca, I. J.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7024.pdf,"The data presented in this paper provides a method to determine the critical parameter values of a Regenerative Fuel Cell (RFC) system in order to perform high-level mission architecture trades, with a focus on surviving the lunar night.",
2018LPICo2106.7026W,Seasonal Temperature Variations in the Polar Regions of the Moon,"Williams, J. -P.; Greenhagen, B. T.; Paige, D. A.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7026.pdf,Mapping of temperatures in the south polar region with LRO’s Diviner Lunar Radiometer Experiment shows how temperatures within 5 degrees of the pole vary considerably with season.,
2018LPICo2106.7027E,MilliWatt Lunar VLBI Beacons: Surviving the Lunar Night,"Eubanks, T. M.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7027.pdf,"MilliWatt radio beacons could establish a lunar VLBI network for science and navigation in cislunar space, ideally operating for decades. Small, gm-scale Americium-241 batteries are proposed to meet the power and longevity needs of these networks.",
2018LPICo2106.7029V,Mission Design and Implementation Considerations for Lunar Night Survival,"Vaughan, R.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7029.pdf,"We present some of the design, development, cost, and schedule impacts of dealing with problematic night time lunar conditions, whether for near-equatorial or near-polar landed lunar missions.",
2018LPICo2106.7030F,"Advanced Thermal Techniques and Systems Design Enable Long Duration, Continuous Day/Night Operation of Robotic Science Landers and Payloads on the Lunar Surface","Farmer, J. F.; Alvarez-Hernandez, A.; Breeding, S. P.; Lowery, J. E.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7030.pdf,Recent developments in NASA and commercial space capabilities and plans support and call for increased exploration of the lunar surface. Lunar exploration objectives vary widely from geophysical research to human exploration and resource prospecting.,
2018LPICo2106.7031C,Low-Cost Distributed Lunar Surface Networks Enabled by High Performance Thermal Components,"Clark, P. E.; Bugby, D. C.; Hofmann, D. C.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7031.pdf,Credible opportunities for delivery of small payloads to the lunar surface via commercial landers are emerging in the coming decade.,
2018LPICo2106.7032C,Lunar Night Survivability Achieved by Radioisotope and Fission Power System Technology,"Cataldo, R. L.; Mason, L. S.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7032.pdf,Options for advanced RPS and Kilopower systems will be discussed and compared to alternate power system solutions.,
2018LPICo2106.7033M,The Pylon: Near-Term Commercial LEU Nuclear Fission Power for Lunar Applications,"Morrison, C. G.; Deason, W.; Eades, M. J.; Judd, S.; Patel, V.; Reed, M.; Venneri, P.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7033.pdf,"Nuclear energy provides not only the ability to survive the 354-hour lunar night, but the ability to thrive.",
2018LPICo2106.7034H,Satellite Beamed Power for Lunar Surface Assets,"Hecht, M. H.; Lubin, P.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7034.pdf,The confluence of several factors now make beamed power systems practical for solar system exploration in the near-term. This is particularly true for lunar exploration.,
2018LPICo2106.7035B,Challenges of Space Power Beaming: Mission Enabling Technology for Continuous Lunar Operations,"Barnhard, G. P.",2018-11-00,https://www.hou.usra.edu/meetings/survivethenight2018/pdf/7035.pdf,"This presentation will outline opportunities to leverage and extend the Xtraordinary Innovative Space Partnerships, Inc. (XISP-Inc) Technology Development, Demonstration, and Deployment (TD3) mission for Space-to-Space Power Beaming (SSPB).",
2019LPI....50.2022R,"""One Team:"" The Dynamics and Structure of the Europa Clipper Science Team","Richey, C. R.; Pappalardo, R. T.; Senske, D. A.; Korth, H.; Kilma, R.; Phillips, C. B.; Craft, K.; Europa Clipper Team",2019-03-00,https://www.hou.usra.edu/meetings/lpsc2019/pdf/2022.pdf,The Europa Clipper Mission will explore Europa to investigate its habitability. The Europa Clipper Science Team operates as a single 'one team' entity.,
2019LPI....50.2054O,Increasing Student Enrollment and Retention in STEAM Careers Centered in Planetary Science by Incorporating NASA's SOLVE Programs in College Level Service Learning and Internship Programs,"Olgin, J. G. O.",2019-03-00,https://www.hou.usra.edu/meetings/lpsc2019/pdf/2054.pdf,Using NASA SOLVE program and service learning to enhance learning in planetary science through Earth analogs.,
2019LPI....50.2139G,Earth and Planetary Science Training for NASA's Newest Astronauts: 2018 Training and 2019 Planning,"Graff, T. G.; Evans, C. A.; Bleacher, J. E.; Young, K. E.; Helper, M. A.; Tewksbury, B. J.; Hurtado, J. M.; Edgar, L. A.; Thompson, R. A.; Stefanov, W. L.; Osinski, G. R.; Regberg, A. B.; Zeigler, R. A.; Bauer, P. W.; Wilkinson, M. J.; Zimmerer, M. J.; Timmons, M.; Read, A.",2019-03-00,https://www.hou.usra.edu/meetings/lpsc2019/pdf/2139.pdf,Earth and Planetary Science training was conducted in 2018 for NASA's newest astronaut class. Planning is currently underway for 2019 training activities.,
2019LPI....50.2170D,"Learning Ways to Improve Collaboration and Communication Within a Distributed, Large Team - Via the Europa Clipper Mission Social Science Journal Club","Diniega, S.; Klima, R.; Phillips, C. B.; Richey, C.; Turtle, E.; Vance, S. D.; Vertesi, J.; Pappalardo, R.",2019-03-00,https://www.hou.usra.edu/meetings/lpsc2019/pdf/2170.pdf,"With a large, spread team / How to do better science? / Social science knows.",
2019LPI....50.3024Z,LPSC @ 50: What Do 18 Years of Presentation Data Tell Us?,"Zellner, N. E. B.; Rathbun, J. A.; Ziegelman, E. A.",2019-03-00,https://www.hou.usra.edu/meetings/lpsc2019/pdf/3024.pdf,Eighteen years worth of LPSC attendance and abstract data has been analyzed to determine whose science is visible as talks and/or poster presentations.,
2019LPICo2109.6005H,"Angular Momentum Actuator Network Architecture for Bending, Length Change, Grapple Docking, and Orbit Upkeep of Bi-Helical Space Junk Mitigation Tether","Harris, T. H. S.",2019-12-00,https://www.hou.usra.edu/meetings/orbitaldebris2019/orbital2019paper/pdf/6005.pdf,"An extended tether with smart-controlled bending and longitudinal actuation may prove useful for ""Grapple and Throw Down"" space junk mitigation, matching speeds, and grabbing target junk by strong twist and fling of the grapple, throw down adding delta V.",
2019LPICo2109.6094H,Enhancements for Modeling Future Characteristics with the new ESA-DELTA,"Hesselbach, S.; Virgili, B. B.; Braun, V.; Krag, H.; Stoll, E.",2019-12-00,https://www.hou.usra.edu/meetings/orbitaldebris2019/orbital2019paper/pdf/6094.pdf,The new version of the ESA tool DELTA 4 supports an important step towards object-oriented simulation of certain individual behaviour patterns and possibly more realistic evaluations of the long-term development of the space debris environment.,
2019LPICo2109.6113C,Proposal for Ablation Cascade Mitigation and Defense,"Croghan, A. M. C.",2019-12-00,https://www.hou.usra.edu/meetings/orbitaldebris2019/orbital2019paper/pdf/6113.pdf,"Calls for an immediate beginning to building a self sustaining mitigation infrastructure in orbit using biomimicry, programmable materials, additive manufacturing, and swarm intelligence.",
