bibcode,url,reason
2009LPICo1515...79Z,https://www.lpi.usra.edu/meetings/leag2009/pdf/2045.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151006014949/http://www.lpi.usra.edu/meetings/leag2009/pdf/2045.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe6550>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2009/pdf/2045.pdf; No PDF found in IA search"
2010LPICo1538.5003N,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5003.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5003.pdf; No PDF found in IA search
2010LPICo1538.5158G,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5158.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20220212232710/http://www.lpi.usra.edu/meetings/abscicon2010/pdf/5158.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe6e50>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5158.pdf; No PDF found in IA search"
2010LPICo1538.5195M,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5195.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5195.pdf; No PDF found in IA search
2010LPICo1538.5248A,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5248.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5248.pdf; No PDF found in IA search
2010LPICo1538.5362B,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5362.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5362.pdf; No PDF found in IA search
2010LPICo1538.5363T,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5363.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20220213001546/http://www.lpi.usra.edu/meetings/abscicon2010/pdf/5363.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbf7550>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5363.pdf; No PDF found in IA search"
2010LPICo1538.5380B,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5380.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5380.pdf; No PDF found in IA search
2010LPICo1538.5389G,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5389.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5389.pdf; No PDF found in IA search
2010LPICo1538.5422C,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5422.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5422.pdf; No PDF found in IA search
2010LPICo1538.5470B,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5470.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5470.pdf; No PDF found in IA search
2010LPICo1538.5592B,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5592.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5592.pdf; No PDF found in IA search
2010LPICo1538.5603M,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5603.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5603.pdf; No PDF found in IA search
2010LPICo1538.5606M,https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5606.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/abscicon2010/pdf/5606.pdf; No PDF found in IA search
2010LPICo1595....1A,https://www.lpi.usra.edu/meetings/leag2010/pdf/3075.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3075.pdf; No PDF found in IA search
2010LPICo1595....2A,https://www.lpi.usra.edu/meetings/leag2010/pdf/3106.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3106.pdf; No PDF found in IA search
2010LPICo1595....3A,https://www.lpi.usra.edu/meetings/leag2010/pdf/3052.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3052.pdf; No PDF found in IA search
2010LPICo1595....4A,https://www.lpi.usra.edu/meetings/leag2010/pdf/3051.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3051.pdf; No PDF found in IA search
2010LPICo1595....5B,https://www.lpi.usra.edu/meetings/leag2010/pdf/3020.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3020.pdf; No PDF found in IA search
2010LPICo1595....6B,https://www.lpi.usra.edu/meetings/leag2010/pdf/3049.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3049.pdf; No PDF found in IA search
2010LPICo1595....8B,https://www.lpi.usra.edu/meetings/leag2010/pdf/3068.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3068.pdf; No PDF found in IA search
2010LPICo1595...10C,https://www.lpi.usra.edu/meetings/leag2010/pdf/3007.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3007.pdf; No PDF found in IA search
2010LPICo1595...11C,https://www.lpi.usra.edu/meetings/leag2010/pdf/3009.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3009.pdf; No PDF found in IA search
2010LPICo1595...13C,https://www.lpi.usra.edu/meetings/leag2010/pdf/3006.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3006.pdf; No PDF found in IA search
2010LPICo1595...14C,https://www.lpi.usra.edu/meetings/leag2010/pdf/3025.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3025.pdf; No PDF found in IA search
2010LPICo1595...16C,https://www.lpi.usra.edu/meetings/leag2010/pdf/3021.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3021.pdf; No PDF found in IA search
2010LPICo1595...18C,https://www.lpi.usra.edu/meetings/leag2010/pdf/3029.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3029.pdf; No PDF found in IA search
2010LPICo1595...21D,https://www.lpi.usra.edu/meetings/leag2010/pdf/3035.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3035.pdf; No PDF found in IA search
2010LPICo1595...24F,https://www.lpi.usra.edu/meetings/leag2010/pdf/3011.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151009100318/http://www.lpi.usra.edu/meetings/leag2010/pdf/3011.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbf5310>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3011.pdf; No PDF found in IA search"
2010LPICo1595...27G,https://www.lpi.usra.edu/meetings/leag2010/pdf/3030.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151030212425/http://www.lpi.usra.edu/meetings/leag2010/pdf/3030.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbbecd0>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3030.pdf; No PDF found in IA search"
2010LPICo1595...28H,https://www.lpi.usra.edu/meetings/leag2010/pdf/3045.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3045.pdf; No PDF found in IA search
2010LPICo1595...30H,https://www.lpi.usra.edu/meetings/leag2010/pdf/3077.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151030212848/http://www.lpi.usra.edu/meetings/leag2010/pdf/3077.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe7890>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3077.pdf; No PDF found in IA search"
2010LPICo1595...31J,https://www.lpi.usra.edu/meetings/leag2010/pdf/3072.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151009090957/http://www.lpi.usra.edu/meetings/leag2010/pdf/3072.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dc22350>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3072.pdf; No PDF found in IA search"
2010LPICo1595...32J,https://www.lpi.usra.edu/meetings/leag2010/pdf/3076.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151009101743/http://www.lpi.usra.edu/meetings/leag2010/pdf/3076.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dc03e10>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3076.pdf; No PDF found in IA search"
2010LPICo1595...33K,https://www.lpi.usra.edu/meetings/leag2010/pdf/3057.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3057.pdf; No PDF found in IA search
2010LPICo1595...34K,https://www.lpi.usra.edu/meetings/leag2010/pdf/3055.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3055.pdf; No PDF found in IA search
2010LPICo1595...35L,https://www.lpi.usra.edu/meetings/leag2010/pdf/3032.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151030212853/http://www.lpi.usra.edu/meetings/leag2010/pdf/3032.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dc00390>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3032.pdf; No PDF found in IA search"
2010LPICo1595...37L,https://www.lpi.usra.edu/meetings/leag2010/pdf/3042.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3042.pdf; No PDF found in IA search
2010LPICo1595...38M,https://www.lpi.usra.edu/meetings/leag2010/pdf/3066.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3066.pdf; No PDF found in IA search
2010LPICo1595...39M,https://www.lpi.usra.edu/meetings/leag2010/pdf/3078.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3078.pdf; No PDF found in IA search
2010LPICo1595...40M,https://www.lpi.usra.edu/meetings/leag2010/pdf/3039.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3039.pdf; No PDF found in IA search
2010LPICo1595...41M,https://www.lpi.usra.edu/meetings/leag2010/pdf/3048.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3048.pdf; No PDF found in IA search
2010LPICo1595...42M,https://www.lpi.usra.edu/meetings/leag2010/pdf/3082.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3082.pdf; No PDF found in IA search
2010LPICo1595...43M,https://www.lpi.usra.edu/meetings/leag2010/pdf/3041.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151030212517/http://www.lpi.usra.edu/meetings/leag2010/pdf/3041.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbc4510>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3041.pdf; No PDF found in IA search"
2010LPICo1595...44M,https://www.lpi.usra.edu/meetings/leag2010/pdf/3027.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3027.pdf; No PDF found in IA search
2010LPICo1595...45M,https://www.lpi.usra.edu/meetings/leag2010/pdf/3005.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3005.pdf; No PDF found in IA search
2010LPICo1595...46M,https://www.lpi.usra.edu/meetings/leag2010/pdf/3013.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3013.pdf; No PDF found in IA search
2010LPICo1595...47N,https://www.lpi.usra.edu/meetings/leag2010/pdf/3024.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3024.pdf; No PDF found in IA search
2010LPICo1595...51P,https://www.lpi.usra.edu/meetings/leag2010/pdf/3044.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3044.pdf; No PDF found in IA search
2010LPICo1595...52P,https://www.lpi.usra.edu/meetings/leag2010/pdf/3022.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3022.pdf; No PDF found in IA search
2010LPICo1595...53P,https://www.lpi.usra.edu/meetings/leag2010/pdf/3074.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3074.pdf; No PDF found in IA search
2010LPICo1595...58R,https://www.lpi.usra.edu/meetings/leag2010/pdf/3058.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3058.pdf; No PDF found in IA search
2010LPICo1595...59R,https://www.lpi.usra.edu/meetings/leag2010/pdf/3046.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3046.pdf; No PDF found in IA search
2010LPICo1595...60S,https://www.lpi.usra.edu/meetings/leag2010/pdf/3079.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3079.pdf; No PDF found in IA search
2010LPICo1595...61S,https://www.lpi.usra.edu/meetings/leag2010/pdf/3040.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3040.pdf; No PDF found in IA search
2010LPICo1595...62S,https://www.lpi.usra.edu/meetings/leag2010/pdf/3060.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3060.pdf; No PDF found in IA search
2010LPICo1595...63S,https://www.lpi.usra.edu/meetings/leag2010/pdf/3073.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3073.pdf; No PDF found in IA search
2010LPICo1595...64S,https://www.lpi.usra.edu/meetings/leag2010/pdf/3014.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3014.pdf; No PDF found in IA search
2010LPICo1595...65S,https://www.lpi.usra.edu/meetings/leag2010/pdf/3031.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3031.pdf; No PDF found in IA search
2010LPICo1595...67S,https://www.lpi.usra.edu/meetings/leag2010/pdf/3023.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3023.pdf; No PDF found in IA search
2010LPICo1595...68S,https://www.lpi.usra.edu/meetings/leag2010/pdf/3063.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3063.pdf; No PDF found in IA search
2010LPICo1595...69T,https://www.lpi.usra.edu/meetings/leag2010/pdf/3080.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3080.pdf; No PDF found in IA search
2010LPICo1595...71Z,https://www.lpi.usra.edu/meetings/leag2010/pdf/3015.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3015.pdf; No PDF found in IA search
2010LPICo1595...72Z,https://www.lpi.usra.edu/meetings/leag2010/pdf/3016.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3016.pdf; No PDF found in IA search
2010LPICo1595...74Z,https://www.lpi.usra.edu/meetings/leag2010/pdf/3001.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3001.pdf; No PDF found in IA search
2010LPICo1595...75Z,https://www.lpi.usra.edu/meetings/leag2010/pdf/3004.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3004.pdf; No PDF found in IA search
2010LPICo1595...76Z,https://www.lpi.usra.edu/meetings/leag2010/pdf/3010.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3010.pdf; No PDF found in IA search
2010LPICo1595...80Z,https://www.lpi.usra.edu/meetings/leag2010/pdf/3019.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2010/pdf/3019.pdf; No PDF found in IA search
2011LPICo1646.....L,https://www.lpi.usra.edu/meetings/leag2011,No Wayback snapshots found; No Wayback .pdf snapshots found; Original URL not PDF: Error: 403 Client Error: Forbidden for url: https://www.lpi.usra.edu/meetings/leag2011; No PDF found in IA search
2011LPICo1646...15E,https://www.lpi.usra.edu/meetings/leag2011/pdf/2043.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2043.pdf; No PDF found in IA search
2011LPICo1646...17F,https://www.lpi.usra.edu/meetings/leag2011/pdf/2013.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2013.pdf; No PDF found in IA search
2011LPICo1646...20G,https://www.lpi.usra.edu/meetings/leag2011/pdf/2057.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20220124202234/http://www.lpi.usra.edu/meetings/leag2011/pdf/2057.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dc21150>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2057.pdf; No PDF found in IA search"
2011LPICo1646...22G,https://www.lpi.usra.edu/meetings/leag2011/pdf/2054.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20151002013505/http://www.lpi.usra.edu/meetings/leag2011/pdf/2054.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbc5a50>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2054.pdf; No PDF found in IA search"
2011LPICo1646...24G,https://www.lpi.usra.edu/meetings/leag2011/pdf/2045.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2045.pdf; No PDF found in IA search
2011LPICo1646...26H,https://www.lpi.usra.edu/meetings/leag2011/pdf/2003.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2003.pdf; No PDF found in IA search
2011LPICo1646...30H,https://www.lpi.usra.edu/meetings/leag2011/pdf/2035.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2035.pdf; No PDF found in IA search
2011LPICo1646...32J,https://www.lpi.usra.edu/meetings/leag2011/pdf/2031.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2031.pdf; No PDF found in IA search
2011LPICo1646...34J,https://www.lpi.usra.edu/meetings/leag2011/pdf/2036.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2036.pdf; No PDF found in IA search
2011LPICo1646...36J,https://www.lpi.usra.edu/meetings/leag2011/pdf/2007.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2007.pdf; No PDF found in IA search
2011LPICo1646...38K,https://www.lpi.usra.edu/meetings/leag2011/pdf/2017.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2017.pdf; No PDF found in IA search
2011LPICo1646...40L,https://www.lpi.usra.edu/meetings/leag2011/pdf/2012.pdf,"Wayback snapshot not PDF: Error: HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20150210022727/http://www.lpi.usra.edu/meetings/leag2011/pdf/2012.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10dbe0550>: Failed to establish a new connection: [Errno 61] Connection refused')); Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2012.pdf; No PDF found in IA search"
2011LPICo1646...44L,https://www.lpi.usra.edu/meetings/leag2011/pdf/2018.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2018.pdf; No PDF found in IA search
2011LPICo1646...52M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2041.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2041.pdf; No PDF found in IA search
2011LPICo1646...55M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2016.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2016.pdf; No PDF found in IA search
2011LPICo1646...56M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2015.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2015.pdf; No PDF found in IA search
2011LPICo1646...58M,https://www.lpi.usra.edu/meetings/leag2011/pdf/2001.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2001.pdf; No PDF found in IA search
2011LPICo1646...60N,https://www.lpi.usra.edu/meetings/leag2011/pdf/2052.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2052.pdf; No PDF found in IA search
2011LPICo1646...63P,https://www.lpi.usra.edu/meetings/leag2011/pdf/2051.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2051.pdf; No PDF found in IA search
2011LPICo1646...65P,https://www.lpi.usra.edu/meetings/leag2011/pdf/2027.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2027.pdf; No PDF found in IA search
2011LPICo1646...67P,https://www.lpi.usra.edu/meetings/leag2011/pdf/2026.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2026.pdf; No PDF found in IA search
2011LPICo1646...68R,https://www.lpi.usra.edu/meetings/leag2011/pdf/2032.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2032.pdf; No PDF found in IA search
2011LPICo1646...70R,https://www.lpi.usra.edu/meetings/leag2011/pdf/2053.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2053.pdf; No PDF found in IA search
2011LPICo1646...74S,https://www.lpi.usra.edu/meetings/leag2011/pdf/2005.pdf,No Wayback snapshots found; Original URL not PDF: Error: 404 Client Error: Not Found for url: https://www.lpi.usra.edu/meetings/leag2011/pdf/2005.pdf; No PDF found in IA search
